date,D,H,X,Y,Z
1958-03-03,-3.941666666666667,22373.0,22320.077852307077,-1537.9381219512884,NA
1958-03-04,-3.91,22354.0,22301.96866714067,-1524.30625855689,NA
1958-03-05,-3.925,22354.0,22301.56884042351,-1530.1448479968158,NA
1958-03-06,-3.921666666666667,22348.0,22295.671871977647,-1528.4370373373877,NA
1958-03-07,-3.9483333333333333,22361.0,22307.927235416948,-1539.7088878559912,NA
1958-03-08,-3.921666666666667,22358.0,22305.648456849663,-1529.1209629850239,NA
1958-03-09,-3.935,22350.0,22297.310869918187,-1533.762683803544,NA
1958-03-10,-3.94,22349.0,22296.17930242053,-1535.6397736169868,NA
1958-03-11,-3.933333333333333,22340.0,22287.379030429543,-1532.428123589955,NA
1958-03-12,-3.88,22302.0,22250.882920976084,-1509.1100811454023,NA
1958-03-13,NA,NA,NA,NA,NA
1958-03-14,NA,NA,NA,NA,NA
1958-03-15,-3.9566666666666666,22362.0,22308.700674409225,-1543.0224300421933,NA
1958-03-16,-3.9383333333333335,22365.0,22312.186179744185,-1536.0901277049422,NA
1958-03-17,-3.93,22359.0,22306.42346782422,-1532.433709529038,NA
1958-03-18,-3.9316666666666666,22353.0,22300.393002485653,-1532.6711763091832,NA
1958-03-19,-3.921666666666667,22338.0,22285.695287105635,-1527.7531116897514,NA
1958-03-20,-3.92,22360.0,22307.68824869084,-1528.6088444139525,NA
1958-03-21,-3.9233333333333333,22354.0,22301.613341097545,-1529.4961210084916,NA
1958-03-22,-3.91,22342.0,22289.996598427882,-1523.4879855362815,NA
1958-03-23,-3.9116666666666666,22353.0,22300.926647024706,-1524.8867774439568,NA
1958-03-24,-3.9166666666666665,22355.0,22302.78881953787,-1526.9695056210826,NA
1958-03-25,-3.941666666666667,22366.0,22313.094410436694,-1537.4569362876018,NA
1958-03-26,NA,NA,NA,NA,NA
1958-03-27,-3.9366666666666665,22365.0,22312.230853354904,-1535.4410918682206,NA
1958-03-28,-3.9366666666666665,22375.0,22322.207258833714,-1536.1276293562012,NA
1958-03-29,-3.945,22388.0,22334.95279920206,-1540.2686315757308,NA
1958-03-30,-3.95,22375.0,22321.849181284706,-1541.3222012218182,NA
1958-03-31,-3.9233333333333333,22367.0,22314.582875562708,-1530.3856016192597,NA
1958-04-01,-3.9266666666666667,22373.0,22320.479718664275,-1532.0946865963665,NA
1958-04-02,-3.9183333333333334,22375.0,22322.69764164822,-1528.984957268355,NA
1958-04-03,-3.9283333333333332,22378.0,22325.423395006106,-1533.0865056199514,NA
1958-04-04,-3.9583333333333335,22376.0,22322.622383475205,-1544.637797275356,NA
1958-04-05,-3.9166666666666665,22352.0,22299.79582618253,-1526.764589113954,NA
1958-04-06,-3.9316666666666666,22368.0,22315.357700514433,-1533.699676628811,NA
1958-04-07,-3.9266666666666667,22368.0,22315.49145608915,-1531.7522884632158,NA
1958-04-08,-3.9383333333333335,22380.0,22327.150758000214,-1537.1203692392849,NA
1958-04-09,-3.9233333333333333,22378.0,22325.557097033234,-1531.1382390591405,NA
1958-04-10,NA,NA,NA,NA,NA
1958-04-11,NA,NA,NA,NA,NA
1958-04-12,-3.9466666666666668,22404.0,22350.870041959828,-1542.019574267016,NA
1958-04-13,-3.9316666666666666,22396.0,22343.291803501485,-1535.6195438921159,NA
1958-04-14,-3.9433333333333334,22393.0,22339.985757115403,-1539.9627826285355,NA
1958-04-15,-3.9183333333333334,22375.0,22322.69764164822,-1528.984957268355,NA
1958-04-16,-3.921666666666667,22364.0,22311.63440777287,-1529.5313183736055,NA
1958-04-17,-3.9033333333333333,22352.0,22300.150516618538,-1521.5751496912367,NA
1958-04-18,-3.915,22343.0,22290.861230585007,-1525.5014253687693,NA
1958-04-19,-3.921666666666667,22361.0,22308.641432311266,-1529.3261406793147,NA
1958-04-20,-3.9183333333333334,22376.0,22323.695304112654,-1529.053291791585,NA
1958-04-21,-3.9233333333333333,22385.0,22332.540692514474,-1531.6171901572463,NA
1958-04-22,-3.921666666666667,22379.0,22326.59928508089,-1530.55720684506,NA
1958-04-23,-3.93,22384.0,22331.36468105807,-1534.1471512186586,NA
1958-04-24,NA,NA,NA,NA,NA
1958-04-25,-3.9383333333333335,22388.0,22335.131866403433,-1537.6698313909342,NA
1958-04-26,-3.9433333333333334,22395.0,22341.981022221204,-1540.100322286699,NA
1958-04-27,-3.9366666666666665,22387.0,22334.178945408283,-1536.9514743417776,NA
1958-04-28,-3.925,22356.0,22303.5641494367,-1530.2817492089475,NA
1958-04-29,-3.9266666666666667,22360.0,22307.510235968944,-1531.2044514501745,NA
1958-04-30,-3.935,22369.0,22316.26607826398,-1535.0665536465985,NA
1958-05-01,-3.901666666666667,22363.0,22311.169273309974,-1521.6749513969585,NA
1958-05-02,-3.91,22370.0,22317.93142542439,-1525.3972892510346,NA
1958-05-03,-3.945,22386.0,22332.957538097966,-1540.1310338777162,NA
1958-05-04,-3.921666666666667,22385.0,22332.5852360041,-1530.9675622336415,NA
1958-05-05,-3.913333333333333,22384.0,22331.81000157361,-1527.6511557344757,NA
1958-05-06,-3.9166666666666665,22381.0,22328.728095284143,-1528.7454486828651,NA
1958-05-07,-3.9266666666666667,22398.0,22345.42103153991,-1533.8066772621203,NA
1958-05-08,-3.933333333333333,22407.0,22354.221214630026,-1537.0240360465586,NA
1958-05-09,-3.9366666666666665,22401.0,22348.145913078613,-1537.9126268249502,NA
1958-05-10,-3.9366666666666665,22395.0,22342.16006979133,-1537.500704332162,NA
1958-05-11,-3.933333333333333,22391.0,22338.258901985137,-1535.9265047136385,NA
1958-05-12,-3.941666666666667,22408.0,22354.99506165901,-1540.344050269721,NA
1958-05-13,-3.9283333333333332,22393.0,22340.388152845284,-1534.1141353269984,NA
1958-05-14,-3.9166666666666665,22379.0,22326.732766380585,-1528.6088376781126,NA
1958-05-15,-3.9266666666666667,22383.0,22330.45624381453,-1532.779482862668,NA
1958-05-16,-3.91,22371.0,22318.929097817123,-1525.4654786694186,NA
1958-05-17,-3.925,22379.0,22326.510203088383,-1531.8561131484628,NA
1958-05-18,-3.9233333333333333,22378.0,22325.557097033234,-1531.1382390591405,NA
1958-05-19,-3.935,22383.0,22330.233073887193,-1536.027299846744,NA
1958-05-20,-3.9316666666666666,22388.0,22335.31063121947,-1535.0710103883146,NA
1958-05-21,-3.93,22395.0,22342.33881488096,-1534.9010655620916,NA
1958-05-22,-3.935,22401.0,22348.19063968847,-1537.2625449612165,NA
1958-05-23,-3.9283333333333332,22401.0,22348.36935702618,-1534.6622045040901,NA
1958-05-24,-3.933333333333333,22404.0,22351.22828100911,-1536.818248921636,NA
1958-05-25,-3.9466666666666668,22415.0,22361.84395601364,-1542.776680824637,NA
1958-05-26,-3.933333333333333,22376.0,22323.29423388055,-1534.8975690890256,NA
1958-05-27,-3.9183333333333334,22367.0,22314.716341932774,-1528.4382810825161,NA
1958-05-28,-3.905,22366.0,22314.073743111,-1523.1772670980483,NA
1958-05-29,-3.935,22345.0,22292.32265719561,-1533.419560160635,NA
1958-05-30,-3.8966666666666665,22343.0,22291.348214863076,-1518.3687838337426,NA
1958-05-31,-3.89,22335.0,22283.54316512026,-1515.2323281339552,NA
1958-06-01,-3.8966666666666665,22306.0,22254.43375020077,-1515.8543656713719,NA
1958-06-02,-3.925,22333.0,22280.618095785016,-1528.707385269432,NA
1958-06-03,-3.93,22355.0,22302.432873706806,-1532.1595588586988,NA
1958-06-04,-3.935,22377.0,22324.2472186201,-1535.615551475253,NA
1958-06-05,-3.93,22381.0,22328.371735470006,-1533.941538215904,NA
1958-06-06,-3.9233333333333333,22388.0,22335.533662006434,-1531.8224549135773,NA
1958-06-07,-3.8916666666666666,22324.0,22272.52444360302,-1515.133957479052,NA
1958-06-08,-3.92,22360.0,22307.68824869084,-1528.6088444139525,NA
1958-06-09,-3.913333333333333,22373.0,22320.83564891022,-1526.9004336690234,NA
1958-06-10,-3.8933333333333335,22341.0,22289.44112788204,-1516.9361247859808,NA
1958-06-11,-3.913333333333333,22354.0,22301.879948855276,-1525.6037319196064,NA
1958-06-12,-3.9266666666666667,22364.0,22311.500846029045,-1531.4783699566951,NA
1958-06-13,-3.9233333333333333,22372.0,22319.57115804931,-1530.727709546478,NA
1958-06-14,-3.9183333333333334,22376.0,22323.695304112654,-1529.053291791585,NA
1958-06-15,-3.908333333333333,22372.0,22319.971136742337,-1524.884407090898,NA
1958-06-16,-3.9283333333333332,22365.0,22312.453938212155,-1532.1958932071773,NA
1958-06-17,-3.925,22379.0,22326.510203088383,-1531.8561131484628,NA
1958-06-18,-3.93,22395.0,22342.33881488096,-1534.9010655620916,NA
1958-06-19,-3.941666666666667,22400.0,22347.01398523571,-1539.7941237969364,NA
1958-06-20,-3.9266666666666667,22401.0,22348.413989084987,-1534.0121161420107,NA
1958-06-21,-3.9166666666666665,22372.0,22319.749115218125,-1528.1306991614788,NA
1958-06-22,-3.9266666666666667,22351.0,22298.531363333714,-1530.588134810503,NA
1958-06-23,-3.921666666666667,22363.0,22310.63674928567,-1529.4629258088419,NA
1958-06-24,-3.93,22371.0,22318.39525017647,-1533.256161540056,NA
1958-06-25,-3.9283333333333332,22373.0,22320.43514239305,-1532.743962384269,NA
1958-06-26,-3.9033333333333333,22381.0,22329.0832459037,-1523.5492763618277,NA
1958-06-27,-3.935,22384.0,22331.23071643171,-1536.0959245753256,NA
1958-06-28,-3.921666666666667,22383.0,22330.5899190297,-1530.8307771041143,NA
1958-06-29,-3.9066666666666667,22290.0,22238.20602302079,-1518.648371968283,NA
1958-06-30,-3.9166666666666665,22357.0,22304.784148441428,-1527.106116625835,NA
1958-07-01,-3.8966666666666665,22361.0,22309.306603077173,-1519.592014291112,NA
1958-07-02,-3.908333333333333,22375.0,22322.96415986992,-1525.088888282623,NA
1958-07-03,-3.89,22376.0,22324.44870663671,-1518.0138157298134,NA
1958-07-04,-3.908333333333333,22378.0,22325.9571829975,-1525.293369474348,NA
1958-07-05,-3.915,22381.0,22328.77255523981,-1528.095931664433,NA
1958-07-06,-3.9,22388.0,22336.155634571533,-1522.726327413576,NA
1958-07-07,-3.925,22410.0,22357.43749279283,-1533.9780819365053,NA
1958-07-08,-3.9233333333333333,22350.0,22297.622715108264,-1529.2224346667167,NA
1958-07-09,-3.8133333333333335,22243.0,22193.754412557922,-1479.2951277773245,NA
1958-07-10,-3.875,22347.0,22295.911654700198,-1510.2094178635634,NA
1958-07-11,-3.8916666666666666,22362.0,22310.43682170985,-1517.7130244197529,NA
1958-07-12,-3.9,22378.0,22326.178791783175,-1522.0461745069235,NA
1958-07-13,-3.8933333333333335,22382.0,22330.346507508875,-1519.7199921650697,NA
1958-07-14,-3.9066666666666667,22392.0,22339.969011551435,-1525.597772324531,NA
1958-07-15,-3.8866666666666667,22382.0,22330.523183798676,-1517.121728085747,NA
1958-07-16,-3.8966666666666665,22384.0,22332.25343246185,-1521.1550309866398,NA
1958-07-17,-3.8933333333333335,22388.0,22336.332660624998,-1520.127387391278,NA
1958-07-18,-3.915,22387.0,22334.758553869517,-1528.5055905532222,NA
1958-07-19,-3.885,22380.0,22328.571901531246,-1516.3366506648165,NA
1958-07-20,-3.8933333333333335,22377.0,22325.358046578775,-1519.3804961432297,NA
1958-07-21,-3.905,22396.0,22344.004093298485,-1525.2203377415672,NA
1958-07-22,-3.9,22376.0,22324.183423225502,-1521.910143925593,NA
1958-07-23,-3.901666666666667,22376.0,22324.13914320905,-1522.559527454203,NA
1958-07-24,-3.8966666666666665,22377.0,22325.269614823035,-1520.6793302532183,NA
1958-07-25,-3.9033333333333333,22369.0,22317.111082061565,-1522.7323963602037,NA
1958-07-26,-3.908333333333333,22359.0,22307.001369856156,-1523.9983219267563,NA
1958-07-27,-3.901666666666667,22366.0,22314.16232020976,-1521.8790843332456,NA
1958-07-28,-3.8783333333333334,22361.0,22309.7916955352,-1512.4534709632053,NA
1958-07-29,-3.8916666666666666,22376.0,22324.404539959734,-1518.663206976853,NA
1958-07-30,-3.8866666666666667,22371.0,22319.548482921997,-1516.37611379708,NA
1958-07-31,-3.9033333333333333,22372.0,22320.104123022098,-1522.9366163606096,NA
1958-08-01,-3.9,22370.0,22318.19731755249,-1521.5020521816016,NA
1958-08-02,-3.913333333333333,22373.0,22320.83564891022,-1526.9004336690234,NA
1958-08-03,-3.905,22368.0,22316.069099790166,-1523.3134718076162,NA
1958-08-04,-3.925,22372.0,22319.52662154222,-1531.3769589060016,NA
1958-08-05,-3.9166666666666665,22369.0,22316.756121862785,-1527.92578265435,NA
1958-08-06,-3.9066666666666667,22380.0,22327.996895253713,-1524.7801958120313,NA
1958-08-07,-3.908333333333333,22371.0,22318.973462366477,-1524.8162466936562,NA
1958-08-08,-3.91,22365.0,22312.943063460727,-1525.0563421591144,NA
1958-08-09,-3.908333333333333,22368.0,22315.980439238898,-1524.6117655019314,NA
1958-08-10,-3.895,22372.0,22320.32538909384,-1519.6902727111749,NA
1958-08-11,-3.9033333333333333,22370.0,22318.108762381744,-1522.8004696936723,NA
1958-08-12,-3.9,22373.0,22321.190370389,-1521.7060980535973,NA
1958-08-13,-3.9,22363.0,22311.21352760064,-1521.0259451469449,NA
1958-08-14,-3.8966666666666665,22368.0,22316.290420715988,-1520.0677150245335,NA
1958-08-15,-3.9066666666666667,22370.0,22318.020131672278,-1524.0988820516147,NA
1958-08-16,-3.9,22361.0,22309.21815904297,-1520.8899145656144,NA
1958-08-17,-3.8783333333333334,22357.0,22305.800855824,-1512.182918935843,NA
1958-08-18,-3.89,22326.0,22274.56389990933,-1514.6217576860838,NA
1958-08-19,-3.905,22346.0,22294.120176319342,-1521.8152200023692,NA
1958-08-20,-3.9066666666666667,22361.0,22309.041044448986,-1523.48569966724,NA
1958-08-21,-3.908333333333333,22373.0,22320.968811118197,-1524.9525674881397,NA
1958-08-22,-3.8783333333333334,22349.0,22297.8191764016,-1511.6418148811179,NA
1958-08-23,-3.888333333333333,22349.0,22297.555005519927,-1515.5334954441641,NA
1958-08-24,-3.875,22330.0,22278.950519060967,-1509.0605585042008,NA
1958-08-25,-3.8916666666666666,22335.0,22283.499079370784,-1515.8805294882022,NA
1958-08-26,-3.8933333333333335,22330.0,22278.466513835814,-1516.1892335379328,NA
1958-08-27,-3.895,22324.0,22272.436258990292,-1516.4297178618035,NA
1958-08-28,-3.8766666666666665,22337.0,22285.89059610715,-1510.181889158647,NA
1958-08-29,-3.8983333333333334,22356.0,22304.273959214177,-1519.9010337256605,NA
1958-08-30,-3.8966666666666665,22371.0,22319.283485418335,-1520.2715867674285,NA
1958-08-31,-3.9033333333333333,22371.0,22319.106442701923,-1522.868543027141,NA
1958-09-01,-3.9033333333333333,22379.0,22327.087885263347,-1523.4131296948904,NA
1958-09-02,-3.905,22373.0,22321.057491488078,-1523.653983581536,NA
1958-09-03,-3.93,22368.0,22315.402304588406,-1533.0505485373014,NA
1958-09-04,-3.815,22281.0,22231.627167395218,-1482.4690519315336,NA
1958-09-05,-3.796666666666667,22244.0,22195.181588411124,-1472.905379668305,NA
1958-09-06,-3.868333333333333,22324.0,22273.139625111282,-1506.063491456351,NA
1958-09-07,-3.888333333333333,22349.0,22297.555005519927,-1515.5334954441641,NA
1958-09-08,-3.8866666666666667,22362.0,22310.569182204716,-1515.7660657427161,NA
1958-09-09,-3.8766666666666665,22364.0,22312.82881726912,-1512.0073317430263,NA
1958-09-10,-3.888333333333333,22362.0,22310.52508091801,-1516.415053251707,NA
1958-09-11,-3.8983333333333334,22376.0,22324.22768435214,-1521.2607591092046,NA
1958-09-12,-3.8983333333333334,22381.0,22329.216115636627,-1521.6006904550907,NA
1958-09-13,-3.901666666666667,22394.0,22342.097424607768,-1523.7843250719263,NA
1958-09-14,-3.9033333333333333,22394.0,22342.053090066016,-1524.43422969692,NA
1958-09-15,-3.91,22395.0,22342.8732352427,-1527.1020247106358,NA
1958-09-16,-3.885,22388.0,22336.553517939297,-1516.8786834264483,NA
1958-09-17,-3.8966666666666665,22355.0,22303.320473672473,-1519.1842708053223,NA
1958-09-18,-3.895,22372.0,22320.32538909384,-1519.6902727111749,NA
1958-09-19,-3.905,22386.0,22334.027309902656,-1524.5393141937275,NA
1958-09-20,-3.9066666666666667,22395.0,22342.96204062587,-1525.802166452656,NA
1958-09-21,-3.9,22389.0,22337.153318850367,-1522.7943427042412,NA
1958-09-22,-3.9066666666666667,22391.0,22338.97133519329,-1525.5296409484893,NA
1958-09-23,-3.9,22386.0,22334.16026601386,-1522.5902968322455,NA
1958-09-24,-3.9,22385.0,22333.162581735025,-1522.5222815415802,NA
1958-09-25,-3.8766666666666665,22320.0,22268.929493894062,-1509.032536420334,NA
1958-09-26,-3.8633333333333333,22313.0,22262.29596552146,-1503.3786427666291,NA
1958-09-27,-3.8733333333333335,22333.0,22281.987553907045,-1508.6151422849964,NA
1958-09-28,-3.8916666666666666,22346.0,22294.473715138553,-1516.6271014973524,NA
1958-09-29,-3.888333333333333,22356.0,22304.53889227274,-1516.0081804174563,NA
1958-09-30,-3.8866666666666667,22347.0,22295.60368100925,-1514.749318985443,NA
1958-10-01,-3.8916666666666666,22346.0,22294.473715138553,-1516.6271014973524,NA
1958-10-02,-3.8833333333333333,22346.0,22294.69406379965,-1513.3844857063584,NA
1958-10-03,-3.8866666666666667,22344.0,22292.610580770153,-1514.5459696339885,NA
1958-10-04,-3.9,22361.0,22309.21815904297,-1520.8899145656144,NA
1958-10-05,-3.8933333333333335,22365.0,22313.38574034653,-1518.5657056908135,NA
1958-10-06,-3.89,22374.0,22322.453314367613,-1517.878133408064,NA
1958-10-07,-3.885,22368.0,22316.599476919164,-1515.5236015223688,NA
1958-10-08,-3.8783333333333334,22364.0,22312.7848253186,-1512.6563849837273,NA
1958-10-09,-3.888333333333333,22379.0,22327.48594874627,-1517.5678596154166,NA
1958-10-10,-3.8916666666666666,22393.0,22341.36534069174,-1519.8170000819034,NA
1958-10-11,NA,NA,NA,NA,NA
1958-10-12,-3.8966666666666665,22405.0,22353.204885378294,-1522.5821331869042,NA
1958-10-13,-3.9,22404.0,22352.1185830329,-1523.8145720642199,NA
1958-10-14,-3.908333333333333,22407.0,22354.88973989744,-1527.2700209943569,NA
1958-10-15,-3.901666666666667,22407.0,22355.067294506844,-1524.6689011291708,NA
1958-10-16,-3.901666666666667,22405.0,22353.071929906986,-1524.5328125049793,NA
1958-10-17,-3.9,22403.0,22351.120898754067,-1523.7465567735546,NA
1958-10-18,-3.8916666666666666,22397.0,22345.356117334562,-1520.0884808125036,NA
1958-10-19,-3.9,22399.0,22347.130161638725,-1523.4744956108937,NA
1958-10-20,-3.885,22399.0,22347.528240500375,-1517.623978473692,NA
1958-10-21,-3.885,22396.0,22344.535134347352,-1517.42071618808,NA
1958-10-22,-3.865,22357.0,22306.15215278871,-1506.992082474116,NA
1958-10-23,-3.841666666666667,22314.0,22263.86063640829,-1495.026943767044,NA
1958-10-24,-3.8316666666666666,22288.0,22238.17934686921,-1489.4036848617334,NA
1958-10-25,-3.841666666666667,22322.0,22271.84266047799,-1495.5629398031708,NA
1958-10-26,-3.8716666666666666,22353.0,22301.985784137323,-1509.3174232535475,NA
1958-10-27,-3.8583333333333334,22353.0,22302.336414374215,-1504.1274746768968,NA
1958-10-28,-3.865,22351.0,22300.165798943526,-1506.587647509906,NA
1958-10-29,-3.845,22356.0,22305.6790841732,-1499.1386172993728,NA
1958-10-30,-3.86,22363.0,22312.269966837208,-1505.449410300548,NA
1958-10-31,-3.8766666666666665,22379.0,22327.794495692437,-1513.0214665121262,NA
1958-11-01,-3.885,22389.0,22337.551219990306,-1516.9464375216521,NA
1958-11-02,-3.885,22374.0,22322.585689225205,-1515.9301260935927,NA
1958-11-03,-3.8633333333333333,22362.0,22311.184617980143,-1506.6801061958213,NA
1958-11-04,-3.875,22381.0,22329.833925978663,-1512.5071365822891,NA
1958-11-05,-3.875,22383.0,22331.829353700923,-1512.64229650692,NA
1958-11-06,-3.88,22389.0,22337.6835134846,-1514.9971126699136,NA
1958-11-07,-3.888333333333333,22380.0,22328.483646853816,-1517.6356717544584,NA
1958-11-08,-3.8833333333333333,22386.0,22334.602224658505,-1516.0934886343211,NA
1958-11-09,-3.89,22401.0,22349.3911100004,-1519.709844751678,NA
1958-11-10,-3.8916666666666666,22391.0,22339.369952370325,-1519.6812597166033,NA
1958-11-11,-3.865,22368.0,22317.127134838207,-1507.7335465751678,NA
1958-11-12,-3.868333333333333,22373.0,22322.027989276772,-1509.369221212728,NA
1958-11-13,-3.8766666666666665,22373.0,22321.80822432311,-1512.615812604486,NA
1958-11-14,-3.8783333333333334,22383.0,22331.741313946797,-1513.9415071136991,NA
1958-11-15,-3.8833333333333333,22388.0,22336.597632701447,-1516.2289387807193,NA
1958-11-16,-3.888333333333333,22390.0,22338.460627929268,-1518.313793144876,NA
1958-11-17,-3.888333333333333,22392.0,22340.456024144354,-1518.4494174229596,NA
1958-11-18,-3.888333333333333,22386.0,22334.469835499087,-1518.042544588709,NA
1958-11-19,-3.8833333333333333,22385.0,22333.604520637033,-1516.0257635611222,NA
1958-11-20,-3.89,22393.0,22341.409540924018,-1519.1671154646813,NA
1958-11-21,-3.89,22395.0,22343.404933193113,-1519.3027977864306,NA
1958-11-22,-3.88,22395.0,22343.66976124381,-1515.4031148440179,NA
1958-11-23,-3.88,22393.0,22341.674345324074,-1515.2677807859832,NA
1958-11-24,-3.8716666666666666,22377.0,22325.93101112338,-1510.937949275025,NA
1958-11-25,-3.868333333333333,22372.0,22321.03026755911,-1509.301757340149,NA
1958-11-26,-3.8633333333333333,22372.0,22321.16189399212,-1507.3538742425953,NA
1958-11-27,-3.8733333333333335,22379.0,22327.88248192745,-1511.7224855234824,NA
1958-11-28,-3.8783333333333334,22385.0,22333.736733802398,-1514.0767831273804,NA
1958-11-29,-3.8766666666666665,22376.0,22324.801360007772,-1512.8186395583061,NA
1958-11-30,NA,NA,NA,NA,NA
1958-12-01,-3.881666666666667,22388.0,22336.64172856327,-1515.5791928520189,NA
1958-12-02,-3.881666666666667,22361.0,22309.70366680379,-1513.7513994713238,NA
1958-12-03,-3.8733333333333335,22359.0,22307.92816539684,-1510.3714667241406,NA
1958-12-04,-3.84,22298.0,22247.940036244225,-1493.307785984305,NA
1958-12-05,-3.8216666666666668,22273.0,22223.472313115508,-1484.5225994199252,NA
1958-12-06,-3.861666666666667,22320.0,22269.323794539574,-1503.202492664758,NA
1958-12-07,-3.868333333333333,22345.0,22294.091781182207,-1507.4802327805126,NA
1958-12-08,-3.8716666666666666,22355.0,22303.981219719495,-1509.4524670886706,NA
1958-12-09,-3.87,22361.0,22310.011437004327,-1509.2086273064253,NA
1958-12-10,-3.8783333333333334,22371.0,22319.7687948132,-1513.1298510316117,NA
1958-12-11,-3.8783333333333334,22388.0,22336.7298635858,-1514.2796971479022,NA
1958-12-12,-3.868333333333333,22386.0,22334.998371606394,-1510.2462515562568,NA
1958-12-13,-3.868333333333333,22360.0,22309.057606947154,-1508.4921908691995,NA
1958-12-14,-3.855,22339.0,22288.45555975799,-1501.8887311292865,NA
1958-12-15,-3.87,22376.0,22324.977233326274,-1510.2210207329088,NA
1958-12-16,-3.8766666666666665,22390.0,22338.7693265362,-1513.7651653427993,NA
1958-12-17,-3.861666666666667,22371.0,22320.208002134626,-1506.6372295431588,NA
1958-12-18,-3.8466666666666667,22342.0,22291.667006347983,-1498.848250523305,NA
1958-12-19,-3.85,22353.0,22302.55494495513,-1500.883715434867,NA
1958-12-20,-3.8733333333333335,NA,NA,NA,NA
1958-12-21,-3.8633333333333333,NA,NA,NA,NA
1958-12-22,-3.8766666666666665,22387.0,22335.77619085154,-1513.5623383889792,NA
1958-12-23,-3.8766666666666665,22384.0,22332.783055166874,-1513.3595114351592,NA
1958-12-24,-3.8766666666666665,22388.0,22336.773902746427,-1513.6299473735858,NA
1958-12-25,-3.8766666666666665,22394.0,22342.760174115752,-1514.0356012812258,NA
1958-12-26,-3.8766666666666665,22392.0,22340.764750325976,-1513.9003833120125,NA
1958-12-27,-3.868333333333333,22378.0,22327.016597865088,-1509.7065405756236,NA
1958-12-28,-3.8666666666666667,22386.0,22335.04229343958,-1509.596552150707,NA
1958-12-29,-3.875,22392.0,22340.808778451104,-1513.250516167759,NA
1958-12-30,-3.8783333333333334,22397.0,22345.709252935998,-1514.8884392094678,NA
1958-12-31,NA,22402.0,NA,NA,NA
1959-01-01,NA,22413.0,NA,NA,NA
1959-01-02,NA,22415.0,NA,NA,NA
1959-01-03,-3.8933333333333335,22411.0,22359.27958090347,-1521.6890690917423,NA
1959-01-04,-3.881666666666667,22401.0,22349.611906447466,-1516.459241516798,NA
1959-01-05,-3.8666666666666667,22369.0,22318.080990884926,-1508.4501597006686,NA
1959-01-06,-3.848333333333333,22342.0,22291.62339718857,-1499.4966881974465,NA
1959-01-07,-3.855,22364.0,22313.398994513078,-1503.5695233884849,NA
1959-01-08,-3.855,22364.0,22313.398994513078,-1503.5695233884849,NA
1959-01-09,-3.86,22340.0,22289.322141892557,-1503.9010788406852,NA
1959-01-10,-3.84,22305.0,22254.924320944814,-1493.7765793515077,NA
1959-01-11,-3.8583333333333334,22339.0,22288.368145694338,-1503.185418369221,NA
1959-01-12,-3.8633333333333333,22360.0,22309.189162777748,-1506.5453525864666,NA
1959-01-13,-3.8733333333333335,22370.0,22318.903039488676,-1511.1145270637787,NA
1959-01-14,-3.8783333333333334,22389.0,22337.7275735136,-1514.347335154743,NA
1959-01-15,-3.8633333333333333,22378.0,22327.148259599304,-1507.7581350706596,NA
1959-01-16,-3.8866666666666667,22383.0,22331.520883878373,-1517.1895112028985,NA
1959-01-17,-3.875,22366.0,22314.868218061692,-1511.4934371475572,NA
1959-01-18,-3.8583333333333334,22373.0,22322.29108391689,-1505.473269402148,NA
1959-01-19,-3.86,22376.0,22325.240476588533,-1506.324554169166,NA
1959-01-20,-3.8666666666666667,22389.0,22338.035464478635,-1509.798856700714,NA
1959-01-21,-3.8716666666666666,22393.0,22341.894495780747,-1512.0182999560097,NA
1959-01-22,-3.881666666666667,22411.0,22359.588966358384,-1517.1362020281667,NA
1959-01-23,-3.8733333333333335,22414.0,22362.80253585602,-1514.0867684223306,NA
1959-01-24,-3.8783333333333334,22411.0,22359.6771919252,-1515.8353713052365,NA
1959-01-25,-3.881666666666667,22394.0,22342.627964509822,-1515.98536915884,NA
1959-01-26,-3.8716666666666666,22375.0,22323.935575541207,-1510.8029054399017,NA
1959-01-27,-3.868333333333333,22380.0,22329.012041300415,-1509.8414683207818,NA
1959-01-28,-3.865,22379.0,22328.10211688771,-1508.4750106762197,NA
1959-01-29,-3.8666666666666667,22378.0,22327.060504002096,-1509.0570733506888,NA
1959-01-30,-3.8533333333333335,22386.0,22335.392987737636,-1504.3989109675467,NA
1959-01-31,-3.8666666666666667,22383.0,22332.049122400524,-1509.3942476007003,NA
1959-02-01,-3.86,22386.0,22335.217791781863,-1506.9977417604107,NA
1959-02-02,-3.868333333333333,22367.0,22316.041658970793,-1508.9644379772533,NA
1959-02-03,-3.855,22351.0,22300.42840844043,-1502.6955114137018,NA
1959-02-04,-3.8383333333333334,22344.0,22293.880283019516,-1495.7399260545737,NA
1959-02-05,-3.8566666666666665,22348.0,22297.391481062758,-1503.1424218050402,NA
1959-02-06,-3.84,22359.0,22308.803088635064,-1497.392985327073,NA
1959-02-07,-3.86,22377.0,22326.23820810787,-1506.3918729282905,NA
1959-02-08,-3.8666666666666667,22394.0,22343.024082877062,-1510.1360309507252,NA
1959-02-09,-3.8566666666666665,22373.0,22322.334866915033,-1504.8239396386327,NA
1959-02-10,-3.8583333333333334,22382.0,22331.270685211097,-1506.0788770285108,NA
1959-02-11,-3.88,22376.0,22324.71331000632,-1514.1174412926878,NA
1959-02-12,-3.848333333333333,22369.0,22318.562517756294,-1501.3088093406445,NA
