D,F,X,Y,Z,date
NA,NA,23158.323562809415,5052.153873371868,-53735.0,1985-02-10
NA,NA,23159.78384727278,5059.530427579506,-53734.0,1985-02-11
NA,NA,23159.24830904954,5057.295992898376,-53735.0,1985-02-12
NA,NA,23165.9399865471,5059.463265969845,-53732.0,1985-02-13
NA,NA,23166.675610621627,5056.093863075442,-53729.0,1985-02-14
NA,NA,23161.97850650099,5063.53953913526,-53732.0,1985-02-15
NA,NA,23167.746732817737,5060.563933398434,-53731.0,1985-02-16
NA,NA,23161.937634735234,5054.353965111236,-53730.0,1985-02-17
NA,NA,23164.668640963675,5060.597568899758,-53731.0,1985-02-18
NA,NA,23168.522289329525,5066.38243018044,-53732.0,1985-02-19
NA,NA,23145.22353926536,5060.582112508067,-53741.0,1985-02-20
NA,NA,23162.032101933983,5058.6097802637105,-53734.0,1985-02-21
NA,NA,23161.055130780704,5058.396408837177,-53732.0,1985-02-22
NA,NA,23163.39724180974,5061.731741027069,-53733.0,1985-02-23
NA,NA,23157.38835154593,5061.124453684662,-53733.0,1985-02-24
NA,NA,23157.588511871494,5055.5220615518365,-53734.0,1985-02-25
NA,NA,NA,NA,NA,1985-02-26
NA,NA,23168.723697763882,5060.777333243816,-53731.0,1985-02-27
NA,NA,23129.298542647903,5058.5101487558295,-53739.0,1985-02-28
NA,NA,23145.22353926536,5060.582112508067,-53738.0,1985-03-01
NA,NA,23153.239361554475,5056.689437424906,-53732.0,1985-03-02
NA,NA,23153.03891104968,5062.290902686189,-53733.0,1985-03-03
NA,NA,23164.07965689233,5063.292866223216,-53731.0,1985-03-04
NA,NA,23157.923518414882,5063.3588965475155,-53729.0,1985-03-05
NA,NA,23151.085068103603,5061.863705141659,-53733.0,1985-03-06
NA,NA,23149.371714608442,5065.017099565076,-53731.0,1985-03-07
NA,NA,23147.17738221144,5061.009310052597,-53733.0,1985-03-08
NA,NA,23153.03891104968,5062.290902686189,-53733.0,1985-03-09
NA,NA,23171.84019371702,5069.933139286982,-53727.0,1985-03-10
NA,NA,23158.8068885346,5059.316999315456,-53731.0,1985-03-11
NA,NA,23160.17192130009,5062.438698475551,-53729.0,1985-03-12
NA,NA,23160.319171873918,5061.764994241574,-53730.0,1985-03-13
NA,NA,23171.21281236792,5063.439621833826,-53727.0,1985-03-14
NA,NA,23154.845475699458,5063.391649525079,-53733.0,1985-03-15
NA,NA,23166.863144930805,5064.607390908666,-53728.0,1985-03-16
NA,NA,23170.918194178746,5064.787659781631,-53728.0,1985-03-17
NA,NA,23166.863144930805,5064.607390908666,-53728.0,1985-03-18
NA,NA,23167.10317922495,5068.190533429577,-53725.0,1985-03-19
NA,NA,23166.180812529896,5063.046075355399,-53727.0,1985-03-20
NA,NA,23169.258919728374,5063.012651632137,-53725.0,1985-03-21
NA,NA,23166.03352468845,5063.719950097049,-53725.0,1985-03-22
NA,NA,23159.047723443102,5062.898828071217,-53729.0,1985-03-23
NA,NA,23164.76196872616,5064.854087953372,-53727.0,1985-03-24
NA,NA,23163.98604424054,5059.036523116778,-53727.0,1985-03-25
NA,NA,23161.055130780704,5058.396408837177,-53728.0,1985-03-26
NA,NA,23156.023153464033,5058.003135253845,-53728.0,1985-03-27
NA,NA,23151.472833415646,5064.771134376873,-53730.0,1985-03-28
NA,NA,23164.374188129514,5061.945226127913,-53725.0,1985-03-29
NA,NA,23166.180812529896,5063.046075355399,-53726.0,1985-03-30
NA,NA,23158.218053503973,5062.011614601718,-53729.0,1985-03-31
NA,NA,23157.735561249603,5054.848432469119,-53725.0,1985-04-01
NA,NA,23148.15430368448,5061.222908824863,-53729.0,1985-04-02
NA,NA,23154.163085013286,5061.8309762978115,-53728.0,1985-04-03
NA,NA,23152.209229641358,5061.4038355884495,-53730.0,1985-04-04
NA,NA,23158.512510210876,5060.664315522846,-53728.0,1985-04-05
NA,NA,23161.296111983247,5061.978507760545,-53726.0,1985-04-06
NA,NA,23154.845475699458,5063.391649525079,-53727.0,1985-04-07
NA,NA,23159.288006320297,5066.480833903225,-53727.0,1985-04-08
NA,NA,23135.75558608428,5043.000541440582,-53729.0,1985-04-09
NA,NA,23151.67388597247,5059.169919816933,-53729.0,1985-04-10
NA,NA,23153.721268765752,5063.851538928109,-53728.0,1985-04-11
NA,NA,23160.024651129064,5063.112398425898,-53727.0,1985-04-12
NA,NA,23166.421086347033,5066.629061817695,-53724.0,1985-04-13
NA,NA,23152.503650999282,5060.056886089807,-53728.0,1985-04-14
NA,NA,23168.281973408604,5062.799166531292,-53723.0,1985-04-15
NA,NA,23170.08857296721,5063.900129431282,-53723.0,1985-04-16
NA,NA,23165.7388901992,5065.067686725637,-53725.0,1985-04-17
NA,NA,23169.111632857883,5063.686615912311,-53722.0,1985-04-18
NA,NA,23149.867136406196,5058.069549417089,-53725.0,1985-04-19
NA,NA,23123.95547439033,5073.554889662011,-53734.0,1985-04-20
NA,NA,23070.63642236567,5036.539592519304,-53746.0,1985-04-21
NA,NA,23140.002696016385,5051.682910511549,-53732.0,1985-04-22
NA,NA,23144.540978931138,5059.02202748489,-53733.0,1985-04-23
NA,NA,23136.1369059609,5060.005738004068,-53734.0,1985-04-24
NA,NA,23143.858315414287,5057.462039010175,-53732.0,1985-04-25
NA,NA,23140.13777467837,5065.112809099432,-53734.0,1985-04-26
NA,NA,23131.39950947649,5058.264596973033,-53734.0,1985-04-27
NA,NA,23097.455081738543,5040.282705074229,-53744.0,1985-04-28
NA,NA,23132.470079371935,5062.72930611169,-53738.0,1985-04-29
NA,NA,23136.777829779003,5052.389103725769,-53736.0,1985-04-30
NA,NA,23141.998360229183,5061.287671645416,-53737.0,1985-05-01
NA,NA,23113.962052128078,5053.74695179558,-53747.0,1985-05-02
NA,NA,23148.83672354218,5062.783260893653,-53735.0,1985-05-03
NA,NA,23145.276539056467,5055.655736954638,-53734.0,1985-05-04
NA,NA,23157.334213094135,5066.053409021637,-53731.0,1985-05-05
NA,NA,23150.20125361748,5065.9042546230285,-53731.0,1985-05-06
NA,NA,23158.60581398932,5064.919816962565,-53730.0,1985-05-07
NA,NA,23157.77622147733,5064.032531094085,-53730.0,1985-05-08
NA,NA,23149.224369439336,5065.690485349055,-53732.0,1985-05-09
NA,NA,23161.83120430704,5064.213291636576,-53730.0,1985-05-10
NA,NA,23157.48156881683,5065.379787331715,-53730.0,1985-05-11
NA,NA,23152.597054670277,5064.31136721205,-53731.0,1985-05-12
NA,NA,23146.146370803996,5065.722473775776,-53732.0,1985-05-13
NA,NA,23151.17813779562,5066.118023897002,-53730.0,1985-05-14
NA,NA,23147.030153625135,5061.68263200773,-53733.0,1985-05-15
NA,NA,23145.81220805383,5057.8890092118645,-53731.0,1985-05-16
NA,NA,23157.48156881683,5065.379787331715,-53729.0,1985-05-17
NA,NA,23153.57395749959,5064.5250512359835,-53729.0,1985-05-18
NA,NA,23144.04526163796,5065.968113525149,-53733.0,1985-05-19
NA,NA,23156.209947380616,5066.5132855673955,-53729.0,1985-05-20
NA,NA,23162.955434186955,5063.753109489941,-53728.0,1985-05-21
NA,NA,23162.218696159543,5067.121971225607,-53727.0,1985-05-22
NA,NA,23167.25059710994,5067.516627571045,-53725.0,1985-05-23
NA,NA,23173.406865625973,5067.450566128782,-53724.0,1985-05-24
NA,NA,23172.282540615317,5067.910995459042,-53724.0,1985-05-25
NA,NA,23163.637713033073,5065.3142942320965,-53725.0,1985-05-26
NA,NA,23162.366082963388,5066.44820745138,-53726.0,1985-05-27
NA,NA,23166.715811672242,5065.281285497902,-53725.0,1985-05-28
NA,NA,23165.59154355165,5065.741548611433,-53726.0,1985-05-29
NA,NA,23169.793927988696,5065.24810197271,-53724.0,1985-05-30
NA,NA,23175.802863669047,5065.855369466212,-53721.0,1985-05-31
NA,NA,23149.519040189483,5064.343709495285,-53728.0,1985-06-01
NA,NA,23157.24111960591,5061.798072664802,-53725.0,1985-06-02
NA,NA,23166.47532940581,5061.6983130202325,-53723.0,1985-06-03
NA,NA,23164.76196872616,5064.854087953372,-53724.0,1985-06-04
NA,NA,23167.84007261677,5064.820961263347,-53722.0,1985-06-05
NA,NA,23160.854282834003,5063.999692864311,-53723.0,1985-06-06
NA,NA,23148.595890561963,5059.202832013923,-53725.0,1985-06-07
NA,NA,23138.532242037872,5058.413850622913,-53730.0,1985-06-08
NA,NA,23159.471703878604,5074.992748491979,-53727.0,1985-06-09
NA,NA,23120.065002727686,5058.604873840852,-53733.0,1985-06-10
NA,NA,23144.78183203579,5062.601895020586,-53730.0,1985-06-11
NA,NA,23145.905996408037,5062.14229407298,-53732.0,1985-06-12
NA,NA,23156.504665987522,5065.166103307783,-53726.0,1985-06-13
NA,NA,23161.536541123463,5065.5607837832395,-53726.0,1985-06-14
NA,NA,23159.288006320297,5066.480833903225,-53725.0,1985-06-15
NA,NA,23160.11750896472,5067.368248997292,-53727.0,1985-06-16
NA,NA,23172.429950366684,5067.236938939113,-53723.0,1985-06-17
NA,NA,23166.27369428063,5067.302943547113,-53725.0,1985-06-18
NA,NA,23167.397995391744,5066.842717424586,-53724.0,1985-06-19
NA,NA,23161.68388251449,5064.887039852759,-53726.0,1985-06-20
NA,NA,23163.342985792697,5066.6618914753135,-53725.0,1985-06-21
NA,NA,23161.094399360743,5067.581989854766,-53726.0,1985-06-22
NA,NA,23158.311109707218,5066.2671214624315,-53726.0,1985-06-23
NA,NA,23165.149385998786,5067.763108547989,-53724.0,1985-06-24
NA,NA,23162.90074793333,5068.683255184684,-53724.0,1985-06-25
NA,NA,23148.542143576404,5064.1299970544915,-53726.0,1985-06-26
NA,NA,23151.620151840965,5064.097683188117,-53726.0,1985-06-27
NA,NA,23141.55659144024,5063.307172705283,-53729.0,1985-06-28
NA,NA,23150.495936802567,5064.55742193608,-53726.0,1985-06-29
NA,NA,23157.42652656991,5070.308932058905,-53725.0,1985-06-30
NA,NA,23149.224369439336,5065.690485349055,-53727.0,1985-07-01
NA,NA,NA,NA,NA,1985-07-02
NA,NA,23164.467268257606,5066.201750603913,-53715.0,1985-07-03
NA,NA,23150.79054163161,5063.210572107436,-53720.0,1985-07-04
NA,NA,23145.46415302434,5064.162136135179,-53727.0,1985-07-05
NA,NA,23150.643249011657,5063.883999164184,-53727.0,1985-07-06
NA,NA,23144.24661779232,5060.368513735802,-53727.0,1985-07-07
NA,NA,23152.597054670277,5064.31136721205,-53725.0,1985-07-08
NA,NA,23149.371714608442,5065.017099565076,-53725.0,1985-07-09
NA,NA,23160.11750896472,5067.368248997292,-53726.0,1985-07-10
NA,NA,23164.31988862201,5066.875575499246,-53722.0,1985-07-11
NA,NA,23125.05410146394,5049.828987635713,-53731.0,1985-07-12
NA,NA,23144.099407847265,5061.041750438724,-53728.0,1985-07-13
NA,NA,23134.95876270797,5065.389624481189,-53731.0,1985-07-14
NA,NA,23146.29371690491,5065.049177527135,-53730.0,1985-07-15
NA,NA,23154.256166588566,5066.085803852447,-53727.0,1985-07-16
NA,NA,23150.255374269433,5060.976694879087,-53728.0,1985-07-17
NA,NA,23150.441055929925,5069.485172669334,-53728.0,1985-07-18
NA,NA,23152.984516520028,5067.219057607819,-53726.0,1985-07-19
NA,NA,23155.23305698459,5066.299544709921,-53725.0,1985-07-20
NA,NA,23155.32532131157,5070.554729438115,-53727.0,1985-07-21
NA,NA,23169.443926875276,5071.527592292314,-53723.0,1985-07-22
NA,NA,23156.209947380616,5066.5132855673955,-53725.0,1985-07-23
NA,NA,23153.666544002575,5068.779889592349,-53726.0,1985-07-24
NA,NA,23152.83710729703,5067.892548483014,-53726.0,1985-07-25
NA,NA,23153.96139447946,5067.432855298111,-53727.0,1985-07-26
NA,NA,23141.55659144024,5063.307172705283,-53729.0,1985-07-27
NA,NA,23151.17813779562,5066.118023897002,-53727.0,1985-07-28
NA,NA,23156.892028357757,5068.074248368986,-53727.0,1985-07-29
NA,NA,23152.302385796516,5065.6583221374985,-53727.0,1985-07-30
NA,NA,23133.00504411128,5064.9618586048655,-53733.0,1985-07-31
NA,NA,23145.022133377854,5066.181939631579,-53727.0,1985-08-01
NA,NA,23146.533643624607,5068.629527254309,-53730.0,1985-08-02
NA,NA,23154.348468235243,5070.340818084359,-53726.0,1985-08-03
NA,NA,23151.860235557135,5067.678722376585,-53727.0,1985-08-04
NA,NA,23158.698337736412,5069.1755051215905,-53722.0,1985-08-05
NA,NA,23163.048180152793,5068.009471569714,-53723.0,1985-08-06
NA,NA,23162.90074793333,5068.683255184684,-53722.0,1985-08-07
NA,NA,23157.42652656991,5070.308932058905,-53725.0,1985-08-08
NA,NA,23160.209586693218,5071.624286206897,-53724.0,1985-08-09
NA,NA,23156.597140561178,5069.421453159507,-53726.0,1985-08-10
NA,NA,23158.845784276626,5068.50184374957,-53721.0,1985-08-11
NA,NA,23160.79954019549,5068.929439130154,-53721.0,1985-08-12
NA,NA,23129.244906014217,5063.4335265327,-53731.0,1985-08-13
NA,NA,23144.19261488513,5065.294878395192,-53725.0,1985-08-14
NA,NA,23147.952748597545,5066.823417950867,-53727.0,1985-08-15
NA,NA,23151.03076060116,5066.791462227236,-53725.0,1985-08-16
NA,NA,23147.65793358646,5068.17010267729,-53726.0,1985-08-17
NA,NA,23159.380245166598,5070.736697935229,-53724.0,1985-08-18
NA,NA,23150.588511481492,5068.811751491774,-53726.0,1985-08-19
NA,NA,23151.860235557135,5067.678722376585,-53725.0,1985-08-20
NA,NA,23153.813979036928,5068.1063745894435,-53725.0,1985-08-21
NA,NA,23148.394824212417,5064.803358707602,-53724.0,1985-08-22
NA,NA,23149.906492077338,5067.251070163726,-53725.0,1985-08-23
NA,NA,23152.83710729703,5067.892548483014,-53725.0,1985-08-24
NA,NA,23141.501959108005,5068.233131634772,-53729.0,1985-08-25
NA,NA,23152.099767319647,5071.259938523909,-53727.0,1985-08-26
NA,NA,23150.441055929925,5069.485172669334,-53725.0,1985-08-27
NA,NA,23152.247274496363,5070.5864690956405,-53724.0,1985-08-28
NA,NA,23149.464202853596,5069.271261315578,-53724.0,1985-08-29
NA,NA,23154.882743768532,5072.575393459446,-53724.0,1985-08-30
NA,NA,23121.189038410124,5058.1460487122595,-53733.0,1985-08-31
NA,NA,23142.62623131929,5067.773881839284,-53728.0,1985-09-01
NA,NA,23150.735947443973,5068.138326025191,-53727.0,1985-09-02
NA,NA,23156.983970468737,5072.329779445922,-53724.0,1985-09-03
NA,NA,23161.33396376329,5071.164463811552,-53724.0,1985-09-04
NA,NA,23164.116998998536,5072.479931621921,-53721.0,1985-09-05
NA,NA,23158.845784276626,5068.50184374957,-53723.0,1985-09-06
NA,NA,23153.076607949464,5071.473906708312,-53723.0,1985-09-07
NA,NA,23155.47280797322,5069.881166182582,-53725.0,1985-09-08
NA,NA,23150.883363817236,5067.464896270155,-53723.0,1985-09-09
NA,NA,23148.339887082413,5069.730710018961,-53725.0,1985-09-10
NA,NA,23150.97540614724,5071.71940706163,-53724.0,1985-09-11
NA,NA,23153.22412134985,5070.80040886481,-53722.0,1985-09-12
NA,NA,23154.495948674874,5069.667283244421,-53722.0,1985-09-13
NA,NA,23138.07312164275,5074.536059337186,-53731.0,1985-09-14
NA,NA,23148.72666238623,5072.638160772825,-53724.0,1985-09-15
NA,NA,23139.308225087963,5064.225889943733,-53725.0,1985-09-16
NA,NA,23142.091518158162,5065.540461312291,-53726.0,1985-09-17
NA,NA,23148.339887082413,5069.730710018961,-53724.0,1985-09-18
NA,NA,23134.718358668062,5061.810986702963,-53729.0,1985-09-19
NA,NA,23138.71881901397,5066.918236424259,-53728.0,1985-09-20
NA,NA,23139.25339328337,5069.151447868181,-53728.0,1985-09-21
NA,NA,23146.091234120628,5070.64942406436,-53726.0,1985-09-22
NA,NA,23145.999005117752,5066.395765738009,-53728.0,1985-09-23
NA,NA,23153.076607949464,5071.473906708312,-53723.0,1985-09-24
NA,NA,23148.6347928848,5068.383985615451,-53725.0,1985-09-25
NA,NA,23145.704214989768,5067.742336800967,-53726.0,1985-09-26
NA,NA,23149.169245430192,5070.618033970702,-53724.0,1985-09-27
NA,NA,23154.495948674874,5069.667283244421,-53722.0,1985-09-28
NA,NA,23158.790081389823,5073.431379857262,-53722.0,1985-09-29
NA,NA,23157.42652656991,5070.308932058905,-53721.0,1985-09-30
NA,NA,23156.15466191031,5071.44222817232,-53721.0,1985-10-01
NA,NA,23158.550871600248,5069.849162204279,-53721.0,1985-10-02
NA,NA,23147.80535088537,5067.496762458033,-53725.0,1985-10-03
NA,NA,23144.432499668466,5068.874950942281,-53725.0,1985-10-04
NA,NA,23124.250602715743,5072.209583879654,-53734.0,1985-10-05
NA,NA,23124.41399742433,5057.441870721374,-53730.0,1985-10-06
NA,NA,23134.035900913368,5060.2513707573235,-53728.0,1985-10-07
NA,NA,23139.400839132013,5068.478352126676,-53726.0,1985-10-08
NA,NA,23147.510496700936,5068.843438608065,-53726.0,1985-10-09
NA,NA,23149.464202853596,5069.271261315578,-53725.0,1985-10-10
NA,NA,23150.08987151831,5075.759937253267,-53725.0,1985-10-11
NA,NA,23152.099767319647,5071.259938523909,-53724.0,1985-10-12
NA,NA,23153.51908937653,5069.453400306259,-53723.0,1985-10-13
NA,NA,23153.51908937653,5069.453400306259,-53724.0,1985-10-14
NA,NA,23143.84255261697,5071.567893627756,-53729.0,1985-10-15
NA,NA,23142.77363709473,5067.100687986482,-53726.0,1985-10-16
NA,NA,23149.75908192444,5067.924471502805,-53725.0,1985-10-17
NA,NA,23145.16949284456,5065.508676085484,-53722.0,1985-10-18
NA,NA,23151.712812963506,5068.3521805475775,-53723.0,1985-10-19
NA,NA,23152.689678483042,5068.566035069963,-53725.0,1985-10-20
NA,NA,23162.015743031232,5072.725866787339,-53719.0,1985-10-21
NA,NA,23146.625464075965,5072.883364102728,-53726.0,1985-10-22
NA,NA,23151.509542710348,5073.953773320339,-53724.0,1985-10-23
NA,NA,23152.099767319647,5071.259938523909,-53725.0,1985-10-24
NA,NA,23153.813979036928,5068.1063745894435,-53724.0,1985-10-25
NA,NA,23156.15466191031,5071.44222817232,-53720.0,1985-10-26
NA,NA,23160.89133298801,5073.185652183532,-53721.0,1985-10-27
NA,NA,23162.402169740162,5075.634908779021,-53717.0,1985-10-28
NA,NA,23148.874209655234,5071.964789463619,-53725.0,1985-10-29
NA,NA,23161.186439769546,5071.838197560653,-53721.0,1985-10-30
NA,NA,23165.978851340868,5068.650694142137,-53718.0,1985-10-31
NA,NA,23157.574006080715,5069.635307681893,-53719.0,1985-11-01
NA,NA,23151.620151840965,5064.097683188117,-53719.0,1985-11-02
NA,NA,23139.160902938474,5064.898982993002,-53722.0,1985-11-03
NA,NA,23146.975876857647,5066.609591844438,-53722.0,1985-11-04
NA,NA,23149.813632586895,5062.996916500545,-53721.0,1985-11-05
NA,NA,23148.72666238623,5072.638160772825,-53721.0,1985-11-06
NA,NA,23156.3021743879,5070.768640791872,-53719.0,1985-11-07
NA,NA,23162.99258988472,5072.939806556509,-53719.0,1985-11-08
NA,NA,23169.88641292497,5069.505657572034,-53712.0,1985-11-09
NA,NA,23158.01632704262,5067.614408814816,-53716.0,1985-11-10
NA,NA,23157.039442864476,5067.400639540842,-53718.0,1985-11-11
NA,NA,23162.218696159543,5067.121971225607,-53718.0,1985-11-12
NA,NA,23163.43519919792,5070.918434816209,-53716.0,1985-11-13
NA,NA,23149.464202853596,5069.271261315578,-53720.0,1985-11-14
NA,NA,23152.007638560593,5067.005259917527,-53720.0,1985-11-15
NA,NA,23158.01632704262,5067.614408814816,-53721.0,1985-11-16
NA,NA,23162.16329284588,5072.052108914409,-53718.0,1985-11-17
NA,NA,23155.030289209102,5071.901843077117,-53719.0,1985-11-18
NA,NA,23156.3021743879,5070.768640791872,-53720.0,1985-11-19
NA,NA,23163.28768235998,5071.592229687875,-53717.0,1985-11-20
NA,NA,23169.83051785913,5074.437384940698,-53714.0,1985-11-21
NA,NA,23163.140145922207,5072.266020268165,-53717.0,1985-11-22
NA,NA,23167.195119553362,5072.447761440521,-53712.0,1985-11-23
NA,NA,23171.397670355072,5071.955244505172,-53712.0,1985-11-24
NA,NA,23170.954970532843,5073.977311098215,-53715.0,1985-11-25
NA,NA,23159.822662236056,5068.715641439862,-53717.0,1985-11-26
NA,NA,23158.07079575714,5062.685257716536,-53719.0,1985-11-27
NA,NA,23151.952240552564,5071.9334036610835,-53721.0,1985-11-28
NA,NA,23152.781522375237,5072.820889520917,-53716.0,1985-11-29
NA,NA,23107.700140324447,5063.647916754239,-53727.0,1985-11-30
NA,NA,23136.765112861314,5066.490413716747,-53724.0,1985-12-01
NA,NA,23139.400839132013,5068.478352126676,-53724.0,1985-12-02
NA,NA,23145.55679054828,5068.415615900552,-53723.0,1985-12-03
NA,NA,23148.929620337443,5067.037244057296,-53722.0,1985-12-04
NA,NA,23146.975876857647,5066.609591844438,-53722.0,1985-12-05
NA,NA,23152.542230078183,5069.239517368098,-53721.0,1985-12-06
NA,NA,23155.416805617857,5074.810100694427,-53720.0,1985-12-07
NA,NA,23163.582696435897,5070.2446356537375,-53718.0,1985-12-08
NA,NA,23166.365795756523,5071.559998383366,-53718.0,1985-12-09
NA,NA,23160.17192130009,5062.438698475551,-53719.0,1985-12-10
NA,NA,23148.487349777264,5069.057349961821,-53721.0,1985-12-11
NA,NA,23156.892028357757,5068.074248368986,-53721.0,1985-12-12
NA,NA,23145.034613593347,5052.076081727774,-53724.0,1985-12-13
NA,NA,23146.146370803996,5065.722473775776,-53724.0,1985-12-14
NA,NA,23148.044902931273,5071.077417263267,-53723.0,1985-12-15
NA,NA,23154.643409522112,5068.993744114735,-53718.0,1985-12-16
NA,NA,23159.619319635243,5074.319064621189,-53716.0,1985-12-17
NA,NA,23161.77641815492,5069.143236820446,-53722.0,1985-12-18
NA,NA,23140.432411836056,5063.766561883294,-53729.0,1985-12-19
NA,NA,23142.238858966262,5064.867283014609,-53725.0,1985-12-20
NA,NA,23153.22412134985,5070.80040886481,-53725.0,1985-12-21
NA,NA,23155.859578173855,5072.7893900589,-53722.0,1985-12-22
NA,NA,23161.038896177746,5072.511927018169,-53719.0,1985-12-23
NA,NA,23153.22412134985,5070.80040886481,-53722.0,1985-12-24
NA,NA,23162.015743031232,5072.725866787339,-53720.0,1985-12-25
NA,NA,23151.952240552564,5071.9334036610835,-53724.0,1985-12-26
NA,NA,23168.55842544305,5075.571345851803,-53717.0,1985-12-27
NA,NA,23146.238723540737,5069.976129417494,-53719.0,1985-12-28
NA,NA,23144.579937471946,5068.2017045467965,-53720.0,1985-12-29
NA,NA,23136.470317242558,5067.836447573469,-53722.0,1985-12-30
NA,NA,23145.999005117752,5066.395765738009,-53721.0,1985-12-31
NA,NA,23151.76745067632,5063.424227714328,-53718.0,1986-01-01
NA,NA,23150.441055929925,5069.485172669334,-53721.0,1986-01-02
NA,NA,23152.394762082582,5069.912995376846,-53721.0,1986-01-03
NA,NA,23153.22412134985,5070.80040886481,-53718.0,1986-01-04
NA,NA,23161.186439769546,5071.838197560653,-53715.0,1986-01-05
NA,NA,23162.697419011114,5074.287366255078,-53715.0,1986-01-06
NA,NA,23137.299724472723,5068.7234546692725,-53721.0,1986-01-07
NA,NA,23146.828485365837,5067.282907935647,-53722.0,1986-01-08
NA,NA,23153.61077215549,5073.708427917895,-53718.0,1986-01-09
NA,NA,23147.06806852595,5070.8634206638135,-53723.0,1986-01-10
NA,NA,23153.37161515891,5070.126906730603,-53723.0,1986-01-11
NA,NA,23154.43998989098,5074.596018850905,-53720.0,1986-01-12
NA,NA,23160.98234557045,5077.442051680541,-53717.0,1986-01-13
NA,NA,23163.526632355246,5075.175164678488,-53713.0,1986-01-14
NA,NA,23162.697419011114,5074.287366255078,-53715.0,1986-01-15
NA,NA,23154.053448579285,5071.687874892715,-53718.0,1986-01-16
NA,NA,23170.36442961525,5076.673339778759,-53711.0,1986-01-17
NA,NA,23156.209947380616,5066.5132855673955,-53718.0,1986-01-18
NA,NA,23158.790081389823,5073.431379857262,-53715.0,1986-01-19
NA,NA,23154.053448579285,5071.687874892715,-53724.0,1986-01-20
NA,NA,23144.540978931138,5059.02202748489,-53715.0,1986-01-21
NA,NA,23132.17550257282,5064.075090099857,-53724.0,1986-01-22
NA,NA,23145.114399715305,5070.435427464905,-53719.0,1986-01-23
NA,NA,23142.77363709473,5067.100687986482,-53721.0,1986-01-24
NA,NA,23150.08987151831,5075.759937253267,-53719.0,1986-01-25
NA,NA,23140.13777467837,5065.112809099432,-53721.0,1986-01-26
NA,NA,23141.74138544158,5071.812954885117,-53719.0,1986-01-27
NA,NA,23135.640877987084,5066.9494930197525,-53724.0,1986-01-28
NA,NA,23144.339948548626,5064.621638979188,-53716.0,1986-01-29
NA,NA,23140.469476891063,5072.945139568639,-53720.0,1986-01-30
NA,NA,23148.044902931273,5071.077417263267,-53717.0,1986-01-31
NA,NA,23155.177815056824,5071.22828840315,-53719.0,1986-02-01
NA,NA,23160.74375020047,5073.859373056171,-53712.0,1986-02-02
NA,NA,23159.028739029556,5077.01377433655,-53710.0,1986-02-03
NA,NA,23157.960811098557,5072.543747630324,-53713.0,1986-02-04
NA,NA,23162.549804175243,5074.961139664163,-53712.0,1986-02-05
NA,NA,23159.52773711978,5070.0630167266645,-53712.0,1986-02-06
NA,NA,23124.266872620257,5058.114530517993,-53707.0,1986-02-07
NA,NA,23029.06219512775,5053.4367922175325,-53715.0,1986-02-08
NA,NA,23042.481681733767,5066.920854618101,-53726.0,1986-02-09
NA,NA,23085.326754344173,5062.967968016508,-53734.0,1986-02-10
NA,NA,23104.327755884522,5065.022008704814,-53730.0,1986-02-11
NA,NA,23107.110801714647,5066.336585471025,-53731.0,1986-02-12
NA,NA,23116.344176542778,5066.246826953538,-53734.0,1986-02-13
NA,NA,23127.531380419496,5066.583488674732,-53729.0,1986-02-14
NA,NA,23130.314474235223,5067.898314191452,-53729.0,1986-02-15
NA,NA,23138.95844284771,5070.497626482686,-53724.0,1986-02-16
NA,NA,23139.049906222353,5074.7502832505315,-53726.0,1986-02-17
NA,NA,23128.98690891092,5073.9536426171,-53729.0,1986-02-18
NA,NA,23137.39150998541,5072.975765135786,-53725.0,1986-02-19
NA,NA,23131.530727739457,5071.690762620026,-53727.0,1986-02-20
NA,NA,23122.297046020405,5071.78107922612,-53730.0,1986-02-21
NA,NA,23121.172731991654,5072.239396697047,-53727.0,1986-02-22
NA,NA,23117.855569165564,5068.692423416585,-53728.0,1986-02-23
NA,NA,23124.398137528304,5071.536924550343,-53727.0,1986-02-24
NA,NA,23123.12627622147,5072.6679581770595,-53729.0,1986-02-25
NA,NA,23126.646742534496,5070.619927190226,-53728.0,1986-02-26
NA,NA,23123.863821293464,5069.30478214472,-53730.0,1986-02-27
NA,NA,23127.328491267115,5072.179596290382,-53726.0,1986-02-28
NA,NA,23125.135518084673,5068.173563545239,-53729.0,1986-03-01
NA,NA,23129.577133657473,5071.262428448106,-53726.0,1986-03-02
NA,NA,23132.74636732222,5075.483672039597,-53728.0,1986-03-03
NA,NA,23132.21241416513,5073.250715857111,-53726.0,1986-03-04
NA,NA,23134.01838619243,5074.352107147323,-53725.0,1986-03-05
NA,NA,23123.825380807637,5060.132484225745,-53720.0,1986-03-06
NA,NA,23107.792799675048,5067.8951180234635,-53730.0,1986-03-07
NA,NA,23122.739554370524,5069.763258846386,-53725.0,1986-03-08
NA,NA,23130.111272801754,5073.495097840255,-53728.0,1986-03-09
NA,NA,23135.97194288777,5074.780611800857,-53724.0,1986-03-10
NA,NA,23141.298698149378,5073.832433479626,-53724.0,1986-03-11
NA,NA,23143.49079201675,5077.841072723312,-53724.0,1986-03-12
NA,NA,23130.996412445933,5069.458054606372,-53726.0,1986-03-13
NA,NA,23133.87076948546,5075.025046317132,-53725.0,1986-03-14
NA,NA,23141.094084314173,5079.431915177088,-53723.0,1986-03-15
